bfvd_entry	accession	virus_taxid	virus_name	host_taxid	host_name	host_bucket
A0A7H0XBE7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7H0XBE7	2769805	Escherichia coli phage vB_EcoM_Shy	562	Escherichia coli	bacteria
A0A7H0XBF4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7H0XBF4	2769805	Escherichia coli phage vB_EcoM_Shy	562	Escherichia coli	bacteria
A0A7H0XBK0_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A7H0XBK0	2769806	Escherichia coli phage vB_EcoS_Ace	562	Escherichia coli	bacteria
A0A7H0XBT4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7H0XBT4	2769806	Escherichia coli phage vB_EcoS_Ace	562	Escherichia coli	bacteria
A0A7H0XEQ0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7H0XEQ0	2763524	Escherichia phage vb_EcoM_bov25_3	562	Escherichia coli	bacteria
A0A7H0XF20_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7H0XF20	2763526	Escherichia phage vb_EcoS_bov16_1	562	Escherichia coli	bacteria
C0LP54_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	C0LP54	2681619	Escherichia phage SSL-2009a	562	Escherichia coli	bacteria
C0M2F8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	C0M2F8	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M2F9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	C0M2F9	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M2K9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	C0M2K9	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M2T5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	C0M2T5	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M2V1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	C0M2V1	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M2X5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	C0M2X5	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M331_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	C0M331	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M332_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	C0M332	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M367_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	C0M367	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
C0M3A8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	C0M3A8	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
S5MW22_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	S5MW22	1115653	Escherichia phage 1720a-02	562	Escherichia coli	bacteria
UPI001E77CDFB_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	UPI001E77CDFB	2860374	Escherichia phage IME267	562	Escherichia coli	bacteria
A0A023ZTX6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A023ZTX6	1495286	Escherichia phage e4/1c	83334	Escherichia coli O157:H7	bacteria
A0A023ZTY4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A023ZTY4	1495285	Escherichia phage vB_EcoM_112	562	Escherichia coli	bacteria
A0A023ZU95_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A023ZU95	1495286	Escherichia phage e4/1c	83334	Escherichia coli O157:H7	bacteria
A0A023ZUB0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A023ZUB0	1495286	Escherichia phage e4/1c	83334	Escherichia coli O157:H7	bacteria
A0A023ZUB6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A023ZUB6	1495286	Escherichia phage e4/1c	83334	Escherichia coli O157:H7	bacteria
A0A023ZUD1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A023ZUD1	1495286	Escherichia phage e4/1c	83334	Escherichia coli O157:H7	bacteria
A0A023ZUG3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A023ZUG3	1495286	Escherichia phage e4/1c	83334	Escherichia coli O157:H7	bacteria
A0A023ZUM8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A023ZUM8	1495285	Escherichia phage vB_EcoM_112	562	Escherichia coli	bacteria
A0A023ZUN7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A023ZUN7	1495285	Escherichia phage vB_EcoM_112	562	Escherichia coli	bacteria
A0A023ZUQ0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A023ZUQ0	1495285	Escherichia phage vB_EcoM_112	562	Escherichia coli	bacteria
A0A088FBR7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A088FBR7	1527506	Escherichia phage CICC 80001	562	Escherichia coli	bacteria
A0A7D5JV66_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D5JV66	2743777	Escherichia virus LS3	562	Escherichia coli	bacteria
A0A7D5JVN0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D5JVN0	2743969	Escherichia phage vB_EcoD_SU57	562	Escherichia coli	bacteria
UPI001E6A743C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	UPI001E6A743C	2866663	Escherichia phage vB_EcoP_IMEP8	562	Escherichia coli	bacteria
UPI001E6A86C0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	UPI001E6A86C0	2893954	Escherichia phage vB_EcoM_RZ	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A0P0I4Z6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0P0I4Z6	1737464	Pbunalikevirus phiFenriz	498388	Escherichia coli C	bacteria
A0A291AWZ4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A291AWZ4	2040288	Escherichia phage Ayreon	83333	Escherichia coli K-12	bacteria
A0A291AX08_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A291AX08	2040288	Escherichia phage Ayreon	83333	Escherichia coli K-12	bacteria
A0A291AX33_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A291AX33	2040288	Escherichia phage Ayreon	83333	Escherichia coli K-12	bacteria
A0A3G3M6R3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A3G3M6R3	2340720	Escherichia phage N7	562	Escherichia coli	bacteria
A0A220NT47_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A220NT47	1981499	Escherichia phage ECD7	562	Escherichia coli	bacteria
A0A5P8D4P5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A5P8D4P5	2593465	Escherichia virus ECH1	562	Escherichia coli	bacteria
A0A5P8D4R5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A5P8D4R5	2593465	Escherichia virus ECH1	562	Escherichia coli	bacteria
A0A5P8D4T4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A5P8D4T4	2593465	Escherichia virus ECH1	562	Escherichia coli	bacteria
A0A7D7EMX9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D7EMX9	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EMY1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D7EMY1	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EMY6_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D7EMY6	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EMZ0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7EMZ0	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EMZ6_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D7EMZ6	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EN08_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D7EN08	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EN09_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7EN09	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EN16_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D7EN16	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7ERM5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7ERM5	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7ERU4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D7ERU4	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7ERW2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7ERW2	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
Q5QC14_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q5QC14	293178	Escherichia phage JS98	562	Escherichia coli	bacteria
A0A1J0ME23_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1J0ME23	1916098	Escherichia phage Utah	562	Escherichia coli	bacteria
L7TPD3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	L7TPD3	1273738	Escherichia phage PBECO4	1045010	Escherichia coli O157	bacteria
L7TPM0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	L7TPM0	1273738	Escherichia phage PBECO4	1045010	Escherichia coli O157	bacteria
L7TPQ7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	L7TPQ7	1273738	Escherichia phage PBECO4	1045010	Escherichia coli O157	bacteria
L7TPR9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	L7TPR9	1273738	Escherichia phage PBECO4	1045010	Escherichia coli O157	bacteria
L7TPS8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	L7TPS8	1273738	Escherichia phage PBECO4	1045010	Escherichia coli O157	bacteria
L7TPU2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	L7TPU2	1273738	Escherichia phage PBECO4	1045010	Escherichia coli O157	bacteria
A0A7M1IEG1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7M1IEG1	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A220NTW1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A220NTW1	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTW2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A220NTW2	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTW4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A220NTW4	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTW9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A220NTW9	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTX3_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A220NTX3	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTX7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A220NTX7	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTX8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A220NTX8	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTY2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A220NTY2	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTY4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A220NTY4	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A220NTY7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A220NTY7	1981500	Escherichia phage V18	562	Escherichia coli	bacteria
A0A2Z5HH15_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH15	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH16_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HH16	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH17	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH18_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HH18	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH19_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HH19	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH21_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HH21	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH25_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HH25	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH26_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A2Z5HH26	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH27_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH27	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH28_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH28	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH48_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HH48	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH49_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH49	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH53_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HH53	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH55_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH55	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH57_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HH57	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH58_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH58	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH62_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH62	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH65_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH65	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH67_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HH67	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HH68_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HH68	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A482MKT0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482MKT0	2562111	Escherichia phage vB_EcoM_PHB13	1045010	Escherichia coli O157	bacteria
A0A6J4EEL8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6J4EEL8	2742112	Escherichia phage EK010	562	Escherichia coli	bacteria
A0A6J4EEP7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6J4EEP7	2742112	Escherichia phage EK010	562	Escherichia coli	bacteria
A0A6J4EER4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A6J4EER4	2742112	Escherichia phage EK010	562	Escherichia coli	bacteria
A0A6J4EEV8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A6J4EEV8	2742112	Escherichia phage EK010	562	Escherichia coli	bacteria
A0A6J4EEX6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6J4EEX6	2742112	Escherichia phage EK010	562	Escherichia coli	bacteria
A0A6J4EF89_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6J4EF89	2742113	Escherichia phage O18-011	562	Escherichia coli	bacteria
A0A6J4EFK8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6J4EFK8	2742113	Escherichia phage O18-011	562	Escherichia coli	bacteria
A0A6J4EFM0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6J4EFM0	2742113	Escherichia phage O18-011	562	Escherichia coli	bacteria
K7P7H6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K7P7H6	1147142	Escherichia phage HK578	562	Escherichia coli	bacteria
K7P7N3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K7P7N3	1147144	Enterobacteria phage HK225	562	Escherichia coli	bacteria
K7P7S7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K7P7S7	1147147	Escherichia phage HK633	562	Escherichia coli	bacteria
K7P814_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K7P814	1147142	Escherichia phage HK578	562	Escherichia coli	bacteria
K7P848_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K7P848	1147145	Escherichia phage HK446	562	Escherichia coli	bacteria
K7P872_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K7P872	432198	Escherichia phage HK106	562	Escherichia coli	bacteria
A0A097EXJ2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097EXJ2	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXJ3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A097EXJ3	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXL0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097EXL0	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXL3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXL3	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXM5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXM5	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXN2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXN2	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXN9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A097EXN9	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXQ2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXQ2	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXS4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXS4	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXS5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXS5	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A0A7HF54_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0A7HF54	1567026	Escherichia phage vb_EcoM-VR5	562	Escherichia coli	bacteria
A0A0A7HFE5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0A7HFE5	1567027	Escherichia phage vB_EcoM_VR20	562	Escherichia coli	bacteria
A0A0A7HFG6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0A7HFG6	1567026	Escherichia phage vb_EcoM-VR5	562	Escherichia coli	bacteria
A0A0A7HFK5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A7HFK5	1567026	Escherichia phage vb_EcoM-VR5	562	Escherichia coli	bacteria
A0A0A7HFM8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A7HFM8	1567026	Escherichia phage vb_EcoM-VR5	562	Escherichia coli	bacteria
A0A0A7HFT2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0A7HFT2	1567028	Escherichia phage vB_EcoM_VR25	562	Escherichia coli	bacteria
A0A0A7HFU1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A7HFU1	1567028	Escherichia phage vB_EcoM_VR25	562	Escherichia coli	bacteria
A0A0A7HGE9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0A7HGE9	1567028	Escherichia phage vB_EcoM_VR25	562	Escherichia coli	bacteria
A0A0A7HGH0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A7HGH0	1567028	Escherichia phage vB_EcoM_VR25	562	Escherichia coli	bacteria
A0A0A7HGN8_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A0A7HGN8	1567029	Escherichia phage vB_EcoM_VR26	562	Escherichia coli	bacteria
A0A7T5UDR9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7T5UDR9	2796516	Escherichia phage UPEC01	562	Escherichia coli	bacteria
A0A5B9NA13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A5B9NA13	2591100	Escherichia phage Peacock	562	Escherichia coli	bacteria
D9IC70_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9IC70	2681599	Escherichia phage RB16	562	Escherichia coli	bacteria
D9IC73_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9IC73	2681599	Escherichia phage RB16	562	Escherichia coli	bacteria
D9ICH6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ICH6	2681599	Escherichia phage RB16	562	Escherichia coli	bacteria
D9ICH8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ICH8	2681599	Escherichia phage RB16	562	Escherichia coli	bacteria
D9ICH9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ICH9	2681599	Escherichia phage RB16	562	Escherichia coli	bacteria
D9ICK1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	D9ICK1	2681599	Escherichia phage RB16	562	Escherichia coli	bacteria
D9ICN9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ICN9	2681599	Escherichia phage RB16	562	Escherichia coli	bacteria
D9ZND3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	D9ZND3	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZND7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZND7	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZND9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZND9	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNE6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNE6	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNE8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNE8	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNF0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNF0	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNF1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	D9ZNF1	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNF4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNF4	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNF5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	D9ZNF5	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNF6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNF6	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
P31279_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	P31279	10849	Escherichia phage alpha3	562	Escherichia coli	bacteria
A0A0A0RW36_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0A0RW36	1540098	Escherichia phage Seurat	562	Escherichia coli	bacteria
A0A7D7JJA7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7JJA7	2735300	Escherichia phage vB_EcoM_011D4	562	Escherichia coli	bacteria
A0A7D7JJC7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7JJC7	2735300	Escherichia phage vB_EcoM_011D4	562	Escherichia coli	bacteria
A0A7D7JJF1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7JJF1	2743843	Escherichia phage vB_EcoS_011D2	562	Escherichia coli	bacteria
A0A7D7JJF7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7JJF7	2735301	Escherichia phage vB_EcoS_011D5	562	Escherichia coli	bacteria
A0A2K9VMF6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2K9VMF6	2024310	Shigella phage Sf25	83333	Escherichia coli K-12	bacteria
A0A2K9VMZ3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2K9VMZ3	2024308	Shigella phage Sf21	83333	Escherichia coli K-12	bacteria
A0A2P0ZKL0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2P0ZKL0	10760	Escherichia phage T7	562	Escherichia coli	bacteria
A0A385IPU6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A385IPU6	2315628	Escherichia phage LL11	562	Escherichia coli	bacteria
A0A385IQ11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A385IQ11	2315628	Escherichia phage LL11	562	Escherichia coli	bacteria
A0A385IQE5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A385IQE5	2315628	Escherichia phage LL11	562	Escherichia coli	bacteria
A0A385IRB1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A385IRB1	2301649	Escherichia phage vB_EcoM_IME392	562	Escherichia coli	bacteria
